Observer,HM4.Order,HM4.Family,HM4.Latin.name,HM4.Common.name,HM4.Subspecies,Site,State.Province,County.District,Country,Captivity.details,Song_source,Catalog_number,Song_Locality,Signal_Type,No_notes_in_call_bout.song,No_of_Note_Types,IntraIndiv_variation,Single.Note.Number.Of.Notes,Single.Note.Duration.Of.Songs,Single.Note.Song.Pace,Note count the same as number of notes in song?,Edited by,Remarks,Note_Min_Freq_Average,Note_Min_Freq_Variance,Note.Max.Freq.Average,Note.Max.Freq.Variance,Note_Length_Average,Note_Length_Variance,Note_Bandwidth_Average,Note.Bandwidth.Variance,Note_Peak_Freq_Average,Note.Peak.Freq.Variance,Song_Peak_Freq,Song_Min_Freq,Song_Max_Freq,Duration.1st.note,Max.Freq.1st.note,Song.Bandwidth,Note.Count,Song.Duration,Duration.middle.note,Max.freq.middle.note,Duration.Final.Note,Max.Freq.Final.Note,Duration.longest.note,Note_Slope_Average,Note.Slope.Variance,Max.Note.Slope,Pause.Length.Average,Pause.Length.Variance,Note.Slope.first.note,Note.Slope.middle.note,Note.Slope.final.note,Duration.longest.pause,Pace1,Pace2,Pace3,Pace_Change_1,Pace_Change_2,Note_Rate,Freq_Change_1,Freq_Change_2,Dur_change_1,Dur_Change_2,Note_Slope_Ch1,Note_Slope_Ch2,Note_5._Freq,Note_95._Freq,Song_Min_Freq_5,Song_Max_Freq_95,Song.Freq.5..Variance,Song.Freq.95..Variance,Note_Bandwidth_90,Note.Bandwidth.90..Variance,Song_Bandwidth2,Note_Slope_2_Average,Note.Slope.2.Variance,Note_Slope_2_Max,X95..Freq1,X95..Freq2,X95..Freq3,X90..Bandwidth1,X90..Bandwidth2,X90..Bandwidth3,Peak.Freq1,Peak.Freq2,Peak.Freq3,Note.Slope1,Note.Slope2,Note.Slope3,Max.Power1,Max.Power2,Max.Power3
YZ,Gruiformes,Gruidae,Grus americana,Whooping Crane,monotypic,,Florida,,United States,,XC,XC533637,,Call,5,4,,,,,Y,,Do not sing.,831.12,55112.07,1272.42,109012.38,0.17,0.03,441.30,18289.74,1040.64,56606.44,1218.80,548.80,1601.70,0.03,868.10,1052.90,5.00,0.91,0.03,1573.70,0.34,1439.30,0.39,7748.86,35281879.00,16993.10,0.02,0.00,8309.68,16993.10,1883.33,0.02,4.56,20.62,2.92,4.53,0.14,5.49,1.81,0.91,0.94,11.79,2.04,0.11,984.38,1171.88,703.10,1500.00,52745.63,88755.47,187.50,9661.41,796.90,4245.40,17259354.79,11313.79,820.35,1476.55,1265.60,117.20,304.65,93.80,750.00,1242.20,1218.80,1695.03,8781.34,274.27,88.15,86.10,92.20
YZ,Gruiformes,Gruidae,Grus americana,Whooping Crane,monotypic,,Florida,,United States,,XC,XC38536,,Call,1,1,,5,14.115,0.354233085,Y,,,710.10,NA,954.40,NA,0.19,NA,244.30,NA,818.30,NA,818.30,710.10,954.40,0.19,954.40,244.30,1.00,0.19,0.19,954.40,0.19,954.40,0.19,1292.59,NA,1292.59,NA,NA,1292.59,1292.59,1292.59,NA,NA,NA,NA,NA,NA,5.29,NA,NA,NA,NA,NA,NA,775.20,904.40,775.20,904.40,NA,NA,129.20,NA,129.20,683.60,NA,683.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YZ,Passeriformes,Artamidae A (butcherbird & allies),Gymnorhina tibicen,Australian Magpie,tibicen,,New South Wales,Woolgoolga Lake,Australia,,XC,XC155127,,Song,24,21,,,,,Y,,,847.85,40412.83,1334.54,47978.85,0.11,0.01,486.69,62530.52,1099.60,28740.84,984.40,541.70,1823.40,0.06,1374.20,1281.70,24.00,3.60,0.03,1136.30,0.36,1242.10,0.36,7136.17,37190541.10,25565.22,0.05,0.00,9129.09,22361.54,1488.73,0.25,11.35,9.39,4.35,0.83,0.46,6.66,0.83,1.09,0.47,13.65,2.45,0.07,968.77,1230.46,656.20,1640.60,35283.66,39049.83,261.73,46312.20,984.40,4020.92,17681664.37,17323.91,1242.19,1289.05,1160.14,199.23,427.75,158.21,1136.70,1101.56,1060.55,3207.63,7100.59,1754.54,92.13,92.58,98.26
YZ,Passeriformes,Artamidae A (butcherbird & allies),Gymnorhina tibicen,Australian Magpie,tibicen,,New South Wales,Woolgoolga Lake,Australia,,XC,XC157485,,Song,11,11,,,,,Y,,,907.68,39827.42,1394.68,69819.13,0.14,0.01,487.04,58474.35,1163.37,30690.28,1265.60,710.10,1793.90,0.05,896.90,1083.80,11.00,2.11,0.08,1317.40,0.37,1494.90,0.37,4571.51,5069247.63,8031.58,0.06,0.00,2876.00,6976.00,1833.60,0.23,6.60,5.01,4.99,0.76,1.00,5.21,1.47,1.13,1.50,4.96,2.43,0.26,1022.74,1286.94,796.90,1593.80,36278.44,42497.92,264.20,30468.03,796.90,2457.30,1893547.73,4933.33,1148.43,1335.95,1406.27,175.78,386.70,218.77,1089.88,1136.75,1296.87,2612.78,3079.29,1420.66,88.03,95.95,97.90
YZ,Passeriformes,Artamidae A (butcherbird & allies),Gymnorhina tibicen,Australian Magpie,tibicen,,New South Wales,Woolgoolga Lake,Australia,,XC,XC200286,,Song,22,17,,,,,Y,,,864.46,50032.59,1338.00,117653.48,0.09,0.01,473.53,76177.68,1057.10,54245.34,1248.90,429.80,2046.20,0.04,1709.80,1616.40,22.00,3.34,0.06,1205.30,0.22,1065.10,0.31,6639.22,15609703.18,16111.11,0.06,0.01,6227.78,3370.49,2914.22,0.45,6.24,11.22,5.35,1.80,0.48,6.60,0.70,0.88,1.69,3.57,0.54,0.86,972.92,1209.76,559.90,1636.50,61485.55,73166.17,236.87,27950.27,1076.60,3402.19,7875451.95,12442.22,1488.86,1015.11,1135.88,276.86,215.33,220.74,1279.70,885.94,1012.08,2595.44,4711.62,2962.33,95.57,87.19,91.31
YZ,Passeriformes,Artamidae A (butcherbird & allies),Gymnorhina tibicen,Australian Magpie,tibicen,,New South Wales,Woolgoolga Lake,Australia,,XC,XC570371,,Song,10,7,,,,,Y,,,949.60,12240.58,1218.02,51751.42,0.18,0.02,268.45,19462.35,1082.81,19978.32,1171.90,794.00,1695.20,0.09,1133.70,901.20,10.00,2.86,0.16,1274.10,0.04,962.00,0.45,1923.12,967931.05,4097.56,0.12,0.02,1800.00,1238.22,4097.56,0.36,2.80,5.58,4.86,1.99,0.87,3.50,1.12,0.76,1.74,0.26,0.69,3.31,1017.20,1157.82,843.80,1546.90,17596.47,31664.22,140.63,4391.72,703.10,1087.94,331633.48,2287.80,1109.37,1343.77,1054.70,109.40,187.50,128.90,1046.87,1234.40,996.08,741.98,1177.49,1280.24,91.90,103.13,89.88
YZ,Passeriformes,Artamidae A (butcherbird & allies),Gymnorhina tibicen,Australian Magpie,tibicen,,New South Wales,Woolgoolga Lake,Australia,,XC,XC570697,,Song,17,8,,,,,Y,,,1058.81,79071.78,1498.96,231315.73,0.14,0.01,440.16,190628.96,1287.68,92836.22,2062.50,593.90,3196.10,0.04,1587.20,2602.20,17.00,3.32,0.33,3196.10,0.40,1230.90,0.40,3719.68,3230569.94,7200.00,0.05,0.00,4478.05,6273.70,1612.91,0.16,12.42,4.16,3.63,0.33,0.87,5.12,2.01,0.39,7.98,1.21,1.40,0.26,1169.11,1340.05,656.20,2156.20,76380.49,98761.56,170.98,18590.16,1500.00,1709.23,1012272.51,3474.07,1195.30,1632.78,1162.48,140.67,203.13,168.76,1140.62,1570.32,1125.00,2651.05,1457.58,881.03,89.22,99.97,102.86
YZ,Passeriformes,Artamidae A (butcherbird & allies),Gymnorhina tibicen,Australian Magpie,tibicen,,New South Wales,Woolgoolga Lake,Australia,,XC,XC96884,,Song,13,8,,,,,Y,,,992.58,65653.16,1167.65,68406.69,0.11,0.01,175.08,823.96,1086.60,68525.52,1119.70,621.30,1648.10,0.04,1203.40,1026.80,13.00,1.89,0.07,1340.70,0.22,752.10,0.28,2767.23,4613002.35,7195.00,0.04,0.00,5054.55,1855.41,591.86,0.13,7.74,9.59,5.41,1.24,0.56,6.88,1.11,0.56,1.68,2.99,0.37,0.32,1040.22,1126.36,646.00,1593.50,69002.48,65590.33,86.12,570.25,947.50,1437.54,1541547.05,4305.00,1367.38,1173.58,895.78,64.60,107.65,86.10,1335.05,1130.50,852.72,880.37,1239.02,2042.10,98.95,93.25,88.32
YZ,Accipitriformes,Accipitridae A,Haliaeetus albicilla,White-tailed Sea Eagle,albicilla,,,,Germany,,XC,XC428387,,Song,12,2,,,,,Y,,,1643.23,4680.63,2375.43,37789.46,0.08,0.00,732.20,18185.23,2058.60,10787.04,2156.20,1535.60,2786.40,0.07,2786.40,1250.80,12.00,2.45,0.07,2349.20,0.12,1993.20,0.12,9054.65,5540732.56,14209.59,0.13,0.00,14209.59,10312.68,3877.97,0.18,6.41,5.39,4.71,0.84,0.87,4.90,0.84,0.85,0.97,1.66,0.73,0.38,1746.09,2281.25,1593.80,2578.10,4071.41,22822.85,535.15,9321.80,984.30,6597.99,2670271.66,9631.51,2425.78,2261.73,2156.25,621.08,515.63,468.75,2109.38,2062.50,2003.93,8113.09,6441.52,5239.36,97.05,94.00,91.65
YZ,Accipitriformes,Accipitridae A,Haliaeetus albicilla,White-tailed Sea Eagle,albicilla,,,,Germany,,XC,XC429080,,Song,12,1,,,,,Y,,,1857.58,1992.60,2236.36,702.85,0.06,0.00,378.79,2046.37,2089.83,1631.11,2156.20,1730.90,2272.70,0.03,2259.50,541.80,12.00,2.88,0.07,2233.00,0.05,2272.70,0.07,7113.75,3598153.55,12047.06,0.20,0.00,12047.06,5635.29,7829.63,0.25,4.65,4.91,4.84,1.06,0.99,4.16,0.99,1.02,2.00,0.79,0.47,1.39,1984.38,2183.56,1828.10,2203.10,2684.77,534.63,199.22,1876.68,375.00,3783.65,1838326.32,6894.12,2167.93,2179.65,2203.10,234.38,175.78,187.50,2097.65,2062.50,2109.35,4891.74,2835.59,3623.62,86.45,91.90,91.48
YZ,Accipitriformes,Accipitridae A,Haliaeetus albicilla,White-tailed Sea Eagle,albicilla,,,,Germany,,XC,XC431296,,Song,12,1,,,,,Y,,,1323.53,1385.64,1512.93,3047.55,0.03,0.00,189.39,533.46,1435.58,1649.53,1421.20,1235.40,1565.80,0.03,1361.00,330.40,12.00,2.65,0.03,1526.10,0.03,1526.10,0.03,6761.04,1627158.83,9250.00,0.21,0.00,4048.39,5987.50,6861.54,0.33,4.21,5.99,6.10,1.42,1.02,4.53,1.12,1.00,1.03,0.81,1.48,1.15,1378.12,1475.03,1248.90,1507.30,2164.34,2509.41,96.88,348.30,258.40,3453.33,639778.38,4969.23,1431.98,1485.80,1507.30,86.10,107.65,96.88,1399.68,1442.75,1464.30,2963.65,3508.26,3888.09,83.53,88.68,82.65
YZ,Accipitriformes,Accipitridae A,Haliaeetus albicilla,White-tailed Sea Eagle,albicilla,,,,Germany,,XC,XC435748,,Song,9,1,,,,,Y,,,1265.54,8564.53,2008.41,775.28,0.08,0.00,742.90,13840.46,1904.48,321.07,1894.90,1176.00,2048.10,0.06,2008.40,872.10,9.00,2.39,0.09,2021.60,0.07,1995.20,0.10,9092.85,3375712.89,13452.73,0.20,0.00,13452.73,8760.87,9575.36,0.23,4.48,4.52,4.62,1.01,1.02,3.77,1.01,0.99,1.67,0.75,0.65,1.09,1693.96,1966.73,1378.10,1981.10,30915.49,412.80,272.77,30498.54,603.00,3551.24,8110863.74,10180.00,1952.37,1981.10,1966.73,387.60,287.13,143.57,1894.90,1909.27,1909.27,5462.71,3349.29,1841.72,84.27,90.20,88.40
YZ,Accipitriformes,Accipitridae A,Haliaeetus albicilla,White-tailed Sea Eagle,albicilla,,,,Germany,,XC,XC448551,,Song,12,2,,,,,Y,,,1487.59,107848.74,2443.35,2487.54,0.08,0.00,955.77,85152.26,2230.46,1634.43,2250.00,1070.30,2537.00,0.08,2365.20,1466.70,12.00,2.97,0.07,2484.10,0.09,2431.20,0.09,12342.81,7992668.25,16262.82,0.19,0.00,16262.82,8374.65,14956.04,0.23,4.77,4.97,4.07,1.04,0.82,4.04,1.05,0.98,0.91,1.28,0.51,1.79,1878.90,2328.14,1265.60,2390.60,108576.69,1585.48,449.21,107826.62,1125.00,5594.40,12036455.47,12131.76,2332.05,2308.63,2343.75,257.80,246.10,843.73,2250.00,2238.28,2203.10,3374.94,3590.48,9817.78,102.45,99.65,92.93
YZ,Accipitriformes,Accipitridae A,Haliaeetus albicilla,White-tailed Sea Eagle,albicilla,,,,Germany,,XC,XC338144,,Song,4,1,,,,,Y,,,1164.55,567.67,2772.93,7512.17,0.07,0.00,1608.38,5117.89,2519.50,2607.93,2578.10,1134.50,2909.70,0.06,2909.70,1775.20,4.00,0.78,0.07,2762.90,0.08,2749.60,0.08,23392.76,12113057.53,29183.05,0.17,0.00,29183.05,22746.48,20021.79,0.17,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5.13,0.95,1.00,1.20,1.10,0.78,0.88,1265.60,2660.15,1265.60,2812.50,0.00,8103.44,1394.55,8103.44,1546.90,20319.81,11974374.27,26218.64,2812.50,2625.00,2601.55,1546.90,1359.40,1335.95,2437.50,2531.20,2554.65,26218.64,19146.48,17957.06,99.50,98.90,101.85
YZ,Caprimulgiformes,Apodidae B (treeswifts),Hemiprocne comata,Whiskered Treeswift,major,"Barrio Via, Sitio Hot Springs, Baggao Mun.",Luzon,Cagayan,Philippines,,XC,XC21015,,Song,5,1,,,,,Y,,,1623.96,7812.29,2723.16,18961.00,0.04,0.00,1099.18,38681.54,2558.16,15278.45,2670.10,1522.50,2893.80,0.03,2505.00,1371.30,5.00,1.15,0.04,2656.20,0.04,2893.80,0.05,28156.84,7412219.30,31838.46,0.24,0.00,23683.87,26992.86,31838.46,0.35,6.49,8.00,25.64,1.23,3.21,4.34,1.06,1.09,1.35,0.93,1.14,1.18,2006.90,2618.42,1894.90,2756.20,4155.53,17356.90,611.56,17360.69,861.30,15582.50,3356568.23,17669.23,2519.40,2648.55,2756.20,473.75,710.60,689.10,2454.80,2605.55,2670.10,13817.83,16303.81,17669.23,97.45,99.10,100.80
YZ,Caprimulgiformes,Apodidae B (treeswifts),Hemiprocne comata,Whiskered Treeswift,major,"Barrio Via, Sitio Hot Springs, Baggao Mun.",Luzon,Cagayan,Philippines,,XC,XC359776,,Song,4,1,,,,,Y,,,1575.70,4572.16,3154.68,1603.31,0.21,0.00,1578.98,9128.81,3014.65,2782.11,3100.80,1466.70,3210.80,0.15,3131.60,1744.10,4.00,2.77,0.19,3105.10,0.24,3210.80,0.24,7911.63,1755771.92,10017.65,0.65,0.01,10017.65,7955.50,7207.44,0.80,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.45,0.99,1.03,1.25,1.27,0.79,0.91,2357.93,3090.00,2239.50,3143.80,14256.68,1274.42,732.15,8350.63,904.30,3761.43,1264288.58,5348.37,3057.70,3057.70,3122.30,818.30,818.30,646.00,3014.60,2971.60,3036.20,5348.37,4284.29,2706.53,94.90,94.90,97.45
YZ,Caprimulgiformes,Apodidae B (treeswifts),Hemiprocne comata,Whiskered Treeswift,major,"Barrio Via, Sitio Hot Springs, Baggao Mun.",Luzon,Cagayan,Philippines,,XC,XC359777,,Song,3,1,,,,,Y,,,1871.90,4231.05,2902.53,1668.78,0.18,0.00,1030.63,1397.44,2698.80,20191.89,2540.90,1797.00,2959.80,0.18,2867.30,1162.80,3.00,1.61,0.17,2880.50,0.17,2959.80,0.18,5892.81,70216.34,6227.01,0.54,0.00,5578.89,6227.01,5872.51,0.60,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.86,1.00,1.03,0.97,0.98,1.12,0.94,2210.77,2799.30,2196.40,2928.50,412.80,8654.49,588.57,10300.91,732.10,3374.17,413063.06,4281.29,2713.20,2756.20,2928.50,516.80,516.80,732.10,2540.90,2670.10,2885.40,2871.11,2970.11,4281.29,87.90,87.70,85.00
YZ,Caprimulgiformes,Apodidae B (treeswifts),Hemiprocne comata,Whiskered Treeswift,major,"Barrio Via, Sitio Hot Springs, Baggao Mun.",Luzon,Cagayan,Philippines,,XC,XC359778,,Song,10,5,,,,,Y,,,2093.22,3960626.88,4821.48,35782359.72,0.07,0.00,2728.24,29794698.71,3027.58,3614510.46,2239.50,1030.60,22050.00,0.00,22050.00,21019.40,10.00,3.61,0.03,2391.60,0.13,2735.20,0.16,16311.56,74560395.43,33032.35,0.33,1.15,,5252.80,17244.07,3.29,1.15,9.46,6.86,8.23,0.72,2.77,0.11,1.14,#DIV/0!,3.82,#VALUE!,3.28,2424.65,3346.27,1335.10,7838.10,3663815.96,4950635.84,921.62,1120341.21,6503.00,10441.16,30046044.65,20267.65,5943.17,2095.90,2336.38,1536.03,588.57,710.60,5168.00,2024.13,2174.85,13106.52,12304.05,8377.66,72.57,82.83,80.58
YZ,Caprimulgiformes,Apodidae B (treeswifts),Hemiprocne comata,Whiskered Treeswift,major,"Barrio Via, Sitio Hot Springs, Baggao Mun.",Luzon,Cagayan,Philippines,,XC,XC403744,,Song,10,1,,,,,Y,,,1619.66,46854.56,3173.55,16264.37,0.08,0.00,1553.88,60067.40,2981.25,20303.20,2953.10,1405.60,3374.40,0.08,3215.80,1968.80,10.00,2.66,0.08,3268.70,0.09,3281.90,0.09,19608.63,11023320.37,25309.86,0.21,0.00,14985.37,22198.67,20260.00,0.29,4.28,4.91,4.19,1.15,0.85,3.76,1.02,1.00,0.91,1.20,1.48,0.91,2371.88,3060.93,2250.00,3234.40,4481.20,12330.62,689.06,16280.26,984.40,8701.14,2991383.65,11295.18,3078.10,3078.13,3035.15,703.10,734.37,644.55,3031.27,3031.23,2906.25,9038.65,9233.70,8048.60,91.90,90.67,91.53
YZ,Caprimulgiformes,Apodidae B (treeswifts),Hemiprocne comata,Whiskered Treeswift,major,"Barrio Via, Sitio Hot Springs, Baggao Mun.",Luzon,Cagayan,Philippines,,XC,XC37613,,Song,7,1,,,,,Y,,,2776.11,29818.48,4916.76,77751.54,0.14,0.00,2140.63,52779.91,4731.14,117336.39,5383.30,2461.90,5503.00,0.24,4643.20,3041.10,7.00,1.48,0.08,4932.00,0.13,5503.00,0.24,17440.11,40374569.68,26203.66,0.08,0.00,7776.13,26203.66,20582.81,0.13,3.48,7.63,5.65,2.19,0.74,4.72,1.06,1.12,0.34,1.56,3.37,0.79,3919.04,4841.90,3100.80,5426.40,130352.96,83660.31,922.84,75708.62,2325.60,7326.67,9660794.30,12667.06,4543.50,4780.35,5081.87,1076.65,732.10,947.47,4371.25,4737.30,4966.97,4782.40,7743.15,8745.20,102.45,105.20,107.13
YZ,Charadriiformes,Laridae B (gulls),Larus smithsonianus,American Herring Gull,smithsonianus,"Rick Lake, ca. 7.5 mi N",Alberta,Lakeland,Canada,,XC,XC254703,,Call,2,1,,,,,Y,,,1019.25,5263.50,1339.95,715.56,0.19,0.00,320.65,9850.56,1248.90,0.00,1248.90,946.70,1366.70,0.21,1366.70,420.00,2.00,1.13,0.21,1366.70,0.17,1313.20,0.21,1664.40,125560.67,2018.75,0.76,0.00,2018.75,2018.75,1310.06,0.76,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.77,1.00,0.96,1.00,0.81,1.00,0.65,1076.65,1292.00,990.50,1292.00,7421.82,0.00,215.35,7421.82,301.50,1107.01,117313.85,1449.52,1292.00,1292.00,#DIV/0!,301.50,129.20,#DIV/0!,1248.90,1248.90,#DIV/0!,1449.52,764.50,#DIV/0!,92.60,91.50,#DIV/0!
YZ,Charadriiformes,Laridae B (gulls),Larus smithsonianus,American Herring Gull,smithsonianus,"Rick Lake, ca. 7.5 mi N",Alberta,Lakeland,Canada,,XC,XC293249,,Call,2,1,,,,,Y,,,1466.65,1572.12,2609.65,2139.06,0.07,0.00,1142.95,44.22,2411.75,1853.30,2454.80,1427.00,2655.90,0.06,2655.90,1228.90,2.00,0.28,0.06,2655.90,0.08,2563.40,0.08,16556.58,1976601.67,17962.50,0.14,0.00,17962.50,17962.50,15150.67,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,7.22,1.00,0.97,1.00,1.17,1.00,0.84,1679.60,2519.40,1593.50,2540.90,7413.21,462.25,839.80,11599.29,947.40,12283.01,6358855.31,14804.69,2540.90,2497.90,#DIV/0!,947.50,732.10,#DIV/0!,2368.70,2454.80,#DIV/0!,14804.69,9761.33,#DIV/0!,84.50,93.70,#DIV/0!
YZ,Charadriiformes,Laridae B (gulls),Larus smithsonianus,American Herring Gull,smithsonianus,"Rick Lake, ca. 7.5 mi N",Alberta,Lakeland,Canada,,XC,XC452826,,Call,8,3,,,,,Y,,,876.11,12124.22,2198.89,44412.26,0.15,0.00,1322.78,35853.31,1482.45,72482.57,1593.80,702.40,2534.80,0.07,2534.80,1832.40,8.00,1.93,0.10,2275.20,0.23,2092.00,0.23,11816.21,45243762.88,23237.68,0.11,0.00,23237.68,12802.02,5938.46,0.17,7.39,4.08,3.24,0.55,0.80,4.15,0.90,0.92,1.43,2.36,0.55,0.46,1160.16,1880.84,937.50,2296.90,32824.73,72208.94,720.73,109827.59,1359.40,6673.08,28562146.97,15625.33,2171.87,1749.97,1640.60,984.40,500.03,656.25,1671.90,1593.80,1031.25,13089.10,2724.83,2971.42,100.47,104.73,103.30
YZ,Charadriiformes,Laridae B (gulls),Larus smithsonianus,American Herring Gull,smithsonianus,"Rick Lake, ca. 7.5 mi N",Alberta,Lakeland,Canada,,XC,XC497275,,Call,3,1,,,,,Y,,,849.40,1114.56,1353.30,3447.36,0.27,0.00,503.90,8112.96,1076.70,0.00,1076.70,820.60,1414.50,0.26,1274.10,593.90,3.00,2.30,0.29,1371.30,0.26,1414.50,0.29,1883.46,123093.90,2286.67,0.75,0.02,1431.44,1932.28,2286.67,0.87,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.30,1.08,1.03,1.08,0.89,1.35,1.18,990.50,1162.80,990.50,1205.90,0.00,1238.41,172.27,1235.54,215.40,650.10,25480.87,844.31,1162.80,1119.70,1205.90,172.30,129.20,215.30,1076.70,1076.70,1076.70,652.65,453.33,844.31,91.60,99.40,99.70
YZ,Charadriiformes,Laridae B (gulls),Larus smithsonianus,American Herring Gull,smithsonianus,"Rick Lake, ca. 7.5 mi N",Alberta,Lakeland,Canada,,XC,XC59502,,Call,6,1,,,,,Y,,,797.20,210.60,1308.30,5265.00,0.19,0.00,511.08,5308.32,1148.42,4123.23,1292.00,777.40,1468.50,0.21,1263.30,691.10,6.00,1.77,0.18,1263.30,0.20,1468.50,0.21,2638.44,122294.48,3397.97,0.12,0.00,2324.88,2445.86,3397.97,0.16,3.95,4.08,3.64,1.03,0.89,3.39,1.00,1.16,0.87,1.09,1.05,1.39,1033.60,1227.43,1033.60,1335.10,0.00,2318.42,193.83,2318.42,301.50,1000.68,57572.48,1530.46,1205.90,1205.90,1270.50,172.30,172.30,236.90,1119.70,1119.70,1205.85,854.00,929.39,1218.65,105.30,104.75,107.05
YZ,Charadriiformes,Laridae B (gulls),Larus smithsonianus,American Herring Gull,smithsonianus,"Rick Lake, ca. 7.5 mi N",Alberta,Lakeland,Canada,,XC,XC308223,,Call,7,1,,,,,Y,,,1494.73,1128.31,1854.11,2823.16,0.14,0.00,359.39,1056.90,1704.21,983.91,1679.60,1436.10,1943.60,0.18,1824.80,507.50,7.00,2.15,0.14,1835.60,0.10,1943.60,0.18,2618.84,420141.03,4169.31,0.19,0.00,2074.01,2443.07,4169.31,0.25,4.27,4.34,3.39,1.02,0.78,3.25,1.01,1.06,0.77,0.74,1.18,1.71,1630.36,1802.64,1593.50,1894.90,226.41,2876.27,172.27,2650.04,301.40,1280.28,338159.58,2558.42,1744.20,1787.25,1851.87,129.20,150.75,215.33,1679.60,1701.15,1722.67,785.68,1074.35,1747.30,92.90,92.10,87.73
YZ,Passeriformes,Nectariniidae,Leptocoma aspasia,Black Sunbird,corinna,Weitin River Valley,New Ireland,New Ireland Province,Papua New Guinea,,XC,XC301972,,Song,6,2,,,,,Y,,,7054.53,802658.42,8838.32,1064794.18,0.09,0.00,1783.78,165293.22,8648.43,1132188.58,9187.50,5213.20,9402.10,0.13,6534.50,4188.90,6.00,0.98,0.08,9402.10,0.09,9217.20,0.13,21123.88,47503648.78,29069.33,0.09,0.00,10322.66,29069.33,20394.57,0.14,5.76,8.70,7.69,1.51,0.88,6.10,1.44,0.98,0.59,1.23,2.82,0.70,7531.25,8742.18,5953.10,9281.20,593759.38,1078646.78,1210.97,204645.48,3328.10,14702.87,43401306.95,23125.33,7828.15,9234.35,9164.05,632.85,1453.15,1546.90,7734.35,9210.95,9000.00,6874.92,18456.20,18777.51,94.50,95.20,93.30
YZ,Passeriformes,Nectariniidae,Leptocoma aspasia,Black Sunbird,corinna,Weitin River Valley,New Ireland,New Ireland Province,Papua New Guinea,,XC,XC366132,,Song,6,2,,,,,Y,,,6646.12,365216.59,8770.15,15675.18,0.08,0.00,2124.03,286523.42,7342.83,259532.18,6503.00,6054.40,8969.50,0.07,8969.50,2915.10,6.00,1.06,0.10,8894.70,0.10,8670.50,0.10,24730.37,11888754.94,29067.78,0.11,0.00,19695.95,27537.89,23919.00,0.12,7.94,6.73,6.73,0.85,1.00,5.67,0.99,0.97,1.28,1.05,1.40,0.87,6876.27,8125.18,6416.90,8527.10,281710.39,37498.94,1248.92,191665.81,2110.20,14266.03,13197215.05,18183.33,8290.25,8010.35,8074.95,667.50,1507.30,1571.95,7730.45,7235.15,7062.90,9639.76,16344.82,16813.52,108.55,109.85,109.70
YZ,Passeriformes,Nectariniidae,Leptocoma aspasia,Black Sunbird,corinna,Weitin River Valley,New Ireland,New Ireland Province,Papua New Guinea,,XC,XC68823,,Song,12,6,,,,,Y,,,6213.15,826484.71,7349.60,507883.49,0.06,0.00,1136.43,158928.22,7113.15,349256.63,6718.40,4438.30,8580.70,0.11,7756.00,4142.40,12.00,1.27,0.06,7637.20,0.03,7695.30,0.11,19740.05,57477320.79,34097.37,0.04,0.00,8791.15,12390.16,28921.43,0.09,8.26,9.52,14.60,1.15,1.53,9.45,0.98,1.01,0.54,0.46,1.41,2.33,6528.15,7292.58,4780.40,8527.10,632906.62,505201.99,764.43,79796.73,3746.70,14217.44,58635389.10,29465.79,7525.88,7202.85,7149.03,807.50,699.83,785.95,7407.43,7116.75,6815.28,10914.30,9671.72,22066.29,88.78,90.05,79.78
YZ,Passeriformes,Nectariniidae,Leptocoma aspasia,Black Sunbird,corinna,Weitin River Valley,New Ireland,New Ireland Province,Papua New Guinea,,XC,XC415172,,Song,14,8,,,,,Y,,,6734.11,257059.32,7556.64,320057.65,0.05,0.00,822.54,90536.31,7118.28,154601.10,7106.00,5496.10,8685.00,0.02,8130.10,3188.90,14.00,1.21,0.04,6632.40,0.07,7491.30,0.10,21777.78,280975698.23,68400.00,0.04,0.00,39640.00,13858.54,6697.26,0.18,11.14,9.84,16.67,0.88,1.69,11.62,0.82,1.13,2.05,1.78,0.35,0.48,6909.09,7438.20,5857.00,8484.10,188052.18,286272.40,529.11,59988.91,2627.10,13864.83,119324146.92,40535.29,7984.52,6976.76,7332.10,697.68,499.58,355.33,7528.04,6787.26,7019.85,18914.77,14735.39,6464.20,94.14,101.98,104.70
